data,linha,sigla,estacao,fluxo
2025-07-05,3-VERMELHA,BFU,Barra Funda,96500
2025-07-06,3-VERMELHA,BFU,Barra Funda,63900
2025-07-07,3-VERMELHA,BFU,Barra Funda,129300
2025-07-08,3-VERMELHA,BFU,Barra Funda,132600
2025-07-09,3-VERMELHA,BFU,Barra Funda,70400
2025-07-10,3-VERMELHA,BFU,Barra Funda,130700
2025-07-11,3-VERMELHA,BFU,Barra Funda,130100
2025-07-12,3-VERMELHA,BFU,Barra Funda,80600
2025-07-13,3-VERMELHA,BFU,Barra Funda,56700
2025-07-14,3-VERMELHA,BFU,Barra Funda,125600
2025-07-15,3-VERMELHA,BFU,Barra Funda,132000
2025-07-16,3-VERMELHA,BFU,Barra Funda,127700
2025-07-17,3-VERMELHA,BFU,Barra Funda,121400
2025-07-18,3-VERMELHA,BFU,Barra Funda,128600
2025-07-19,3-VERMELHA,BFU,Barra Funda,88300
2025-07-20,3-VERMELHA,BFU,Barra Funda,55700
2025-07-21,3-VERMELHA,BFU,Barra Funda,124200
2025-07-22,3-VERMELHA,BFU,Barra Funda,125700
2025-07-23,3-VERMELHA,BFU,Barra Funda,123600
2025-07-24,3-VERMELHA,BFU,Barra Funda,125600
2025-07-25,3-VERMELHA,BFU,Barra Funda,120100
2025-07-26,3-VERMELHA,BFU,Barra Funda,83100
2025-07-27,3-VERMELHA,BFU,Barra Funda,59500
2025-07-28,3-VERMELHA,BFU,Barra Funda,116600
2025-07-29,3-VERMELHA,BFU,Barra Funda,125700
2025-07-30,3-VERMELHA,BFU,Barra Funda,127700
2025-07-31,3-VERMELHA,BFU,Barra Funda,123300
2025-08-01,3-VERMELHA,BFU,Barra Funda,127100
2025-08-02,3-VERMELHA,BFU,Barra Funda,83600
2025-08-03,3-VERMELHA,BFU,Barra Funda,61100
2025-08-04,3-VERMELHA,BFU,Barra Funda,123600
2025-08-05,3-VERMELHA,BFU,Barra Funda,129100
2025-08-06,3-VERMELHA,BFU,Barra Funda,130300
2025-08-07,3-VERMELHA,BFU,Barra Funda,127800
2025-08-08,3-VERMELHA,BFU,Barra Funda,129300
2025-08-09,3-VERMELHA,BFU,Barra Funda,77700
2025-08-10,3-VERMELHA,BFU,Barra Funda,47000
2025-08-11,3-VERMELHA,BFU,Barra Funda,131700
2025-08-12,3-VERMELHA,BFU,Barra Funda,133700
2025-08-13,3-VERMELHA,BFU,Barra Funda,138300
2025-08-14,3-VERMELHA,BFU,Barra Funda,136200
2025-08-15,3-VERMELHA,BFU,Barra Funda,133200
2025-08-16,3-VERMELHA,BFU,Barra Funda,80600
2025-08-17,3-VERMELHA,BFU,Barra Funda,51600
2025-08-18,3-VERMELHA,BFU,Barra Funda,133700
2025-08-19,3-VERMELHA,BFU,Barra Funda,138000
2025-08-20,3-VERMELHA,BFU,Barra Funda,135300
2025-08-21,3-VERMELHA,BFU,Barra Funda,134400
2025-08-22,3-VERMELHA,BFU,Barra Funda,124200
2025-08-23,3-VERMELHA,BFU,Barra Funda,82900
2025-08-24,3-VERMELHA,BFU,Barra Funda,52900
2025-08-25,3-VERMELHA,BFU,Barra Funda,151100
2025-08-26,3-VERMELHA,BFU,Barra Funda,138500
2025-08-27,3-VERMELHA,BFU,Barra Funda,135200
2025-08-28,3-VERMELHA,BFU,Barra Funda,147500
2025-08-29,3-VERMELHA,BFU,Barra Funda,139300
2025-08-30,3-VERMELHA,BFU,Barra Funda,94200
2025-08-31,3-VERMELHA,BFU,Barra Funda,61400
2025-09-01,3-VERMELHA,BFU,Barra Funda,140000
2025-09-02,3-VERMELHA,BFU,Barra Funda,142900
2025-09-03,3-VERMELHA,BFU,Barra Funda,139400
2025-09-04,3-VERMELHA,BFU,Barra Funda,140700
2025-09-05,3-VERMELHA,BFU,Barra Funda,144600
2025-09-06,3-VERMELHA,BFU,Barra Funda,88100
2025-09-07,3-VERMELHA,BFU,Barra Funda,60300
2025-09-08,3-VERMELHA,BFU,Barra Funda,135800
2025-09-09,3-VERMELHA,BFU,Barra Funda,137200
2025-09-10,3-VERMELHA,BFU,Barra Funda,140000
2025-09-11,3-VERMELHA,BFU,Barra Funda,136600
2025-09-12,3-VERMELHA,BFU,Barra Funda,140200
2025-09-13,3-VERMELHA,BFU,Barra Funda,84300
2025-09-14,3-VERMELHA,BFU,Barra Funda,56900
2025-09-15,3-VERMELHA,BFU,Barra Funda,133500
2025-09-16,3-VERMELHA,BFU,Barra Funda,144000
2025-09-17,3-VERMELHA,BFU,Barra Funda,140500
2025-09-18,3-VERMELHA,BFU,Barra Funda,135500
2025-09-19,3-VERMELHA,BFU,Barra Funda,135300
2025-09-20,3-VERMELHA,BFU,Barra Funda,83900
2025-09-21,3-VERMELHA,BFU,Barra Funda,56400
2025-09-22,3-VERMELHA,BFU,Barra Funda,126800
2025-09-23,3-VERMELHA,BFU,Barra Funda,134400
2025-09-24,3-VERMELHA,BFU,Barra Funda,136400
2025-09-25,3-VERMELHA,BFU,Barra Funda,132500
2025-09-26,3-VERMELHA,BFU,Barra Funda,128000
2025-09-27,3-VERMELHA,BFU,Barra Funda,77500
2025-09-28,3-VERMELHA,BFU,Barra Funda,54200
2025-09-29,3-VERMELHA,BFU,Barra Funda,132400
2025-09-30,3-VERMELHA,BFU,Barra Funda,144700
2025-10-01,3-VERMELHA,BFU,Barra Funda,144900
2025-10-02,3-VERMELHA,BFU,Barra Funda,139000
2025-10-03,3-VERMELHA,BFU,Barra Funda,136700
2025-10-04,3-VERMELHA,BFU,Barra Funda,82800
2025-10-05,3-VERMELHA,BFU,Barra Funda,59800
2025-10-06,3-VERMELHA,BFU,Barra Funda,139600
2025-10-07,3-VERMELHA,BFU,Barra Funda,141900
2025-10-08,3-VERMELHA,BFU,Barra Funda,143100
2025-10-09,3-VERMELHA,BFU,Barra Funda,139000
2025-10-10,3-VERMELHA,BFU,Barra Funda,145100
2025-10-11,3-VERMELHA,BFU,Barra Funda,90000
2025-10-12,3-VERMELHA,BFU,Barra Funda,54300
2025-10-13,3-VERMELHA,BFU,Barra Funda,139500
2025-10-14,3-VERMELHA,BFU,Barra Funda,143300
2025-10-15,3-VERMELHA,BFU,Barra Funda,145600
2025-10-16,3-VERMELHA,BFU,Barra Funda,145000
2025-10-17,3-VERMELHA,BFU,Barra Funda,144100
2025-10-18,3-VERMELHA,BFU,Barra Funda,83500
2025-10-19,3-VERMELHA,BFU,Barra Funda,54200
2025-10-20,3-VERMELHA,BFU,Barra Funda,137800
2025-10-21,3-VERMELHA,BFU,Barra Funda,149200
2025-10-22,3-VERMELHA,BFU,Barra Funda,146300
2025-10-23,3-VERMELHA,BFU,Barra Funda,144500
2025-10-24,3-VERMELHA,BFU,Barra Funda,145800
2025-10-25,3-VERMELHA,BFU,Barra Funda,93900
2025-10-26,3-VERMELHA,BFU,Barra Funda,63300
2025-10-27,3-VERMELHA,BFU,Barra Funda,138300
2025-10-28,3-VERMELHA,BFU,Barra Funda,145000
2025-10-29,3-VERMELHA,BFU,Barra Funda,142400
2025-10-30,3-VERMELHA,BFU,Barra Funda,151200
2025-10-31,3-VERMELHA,BFU,Barra Funda,143900
2025-11-01,3-VERMELHA,BFU,Barra Funda,84700
2025-11-02,3-VERMELHA,BFU,Barra Funda,52800
2025-11-03,3-VERMELHA,BFU,Barra Funda,156700
2025-11-04,3-VERMELHA,BFU,Barra Funda,149600
2025-11-05,3-VERMELHA,BFU,Barra Funda,149800
2025-11-06,3-VERMELHA,BFU,Barra Funda,154800
2025-11-07,3-VERMELHA,BFU,Barra Funda,147200
2025-11-08,3-VERMELHA,BFU,Barra Funda,83600
2025-11-09,3-VERMELHA,BFU,Barra Funda,61300
2025-11-10,3-VERMELHA,BFU,Barra Funda,152200
2025-11-11,3-VERMELHA,BFU,Barra Funda,151500
2025-11-12,3-VERMELHA,BFU,Barra Funda,151800
2025-11-13,3-VERMELHA,BFU,Barra Funda,151600
2025-11-14,3-VERMELHA,BFU,Barra Funda,145700
2025-11-15,3-VERMELHA,BFU,Barra Funda,87400
2025-11-16,3-VERMELHA,BFU,Barra Funda,54400
2025-11-17,3-VERMELHA,BFU,Barra Funda,147700
2025-11-18,3-VERMELHA,BFU,Barra Funda,148700
2025-11-19,3-VERMELHA,BFU,Barra Funda,154600
2025-11-20,3-VERMELHA,BFU,Barra Funda,80200
2025-11-21,3-VERMELHA,BFU,Barra Funda,120300
2025-11-22,3-VERMELHA,BFU,Barra Funda,93600
2025-11-23,3-VERMELHA,BFU,Barra Funda,62000
2025-11-24,3-VERMELHA,BFU,Barra Funda,143000
2025-11-25,3-VERMELHA,BFU,Barra Funda,167100
2025-11-26,3-VERMELHA,BFU,Barra Funda,146700
2025-11-27,3-VERMELHA,BFU,Barra Funda,147000
2025-11-28,3-VERMELHA,BFU,Barra Funda,159500
2025-11-29,3-VERMELHA,BFU,Barra Funda,113700
2025-11-30,3-VERMELHA,BFU,Barra Funda,61600
2025-12-01,3-VERMELHA,BFU,Barra Funda,145000
2025-12-02,3-VERMELHA,BFU,Barra Funda,148900
2025-12-03,3-VERMELHA,BFU,Barra Funda,149100
2025-12-04,3-VERMELHA,BFU,Barra Funda,147100
2025-12-05,3-VERMELHA,BFU,Barra Funda,152600
2025-12-06,3-VERMELHA,BFU,Barra Funda,111200
2025-12-07,3-VERMELHA,BFU,Barra Funda,76600
2025-12-08,3-VERMELHA,BFU,Barra Funda,143800
2025-12-09,3-VERMELHA,BFU,Barra Funda,146900
2025-12-10,3-VERMELHA,BFU,Barra Funda,150100
2025-12-11,3-VERMELHA,BFU,Barra Funda,145500
2025-12-12,3-VERMELHA,BFU,Barra Funda,164600
2025-12-13,3-VERMELHA,BFU,Barra Funda,96600
2025-12-14,3-VERMELHA,BFU,Barra Funda,60500
2025-12-15,3-VERMELHA,BFU,Barra Funda,143000
2025-12-16,3-VERMELHA,BFU,Barra Funda,143200
2025-12-17,3-VERMELHA,BFU,Barra Funda,144600
2025-12-18,3-VERMELHA,BFU,Barra Funda,136700
2025-12-19,3-VERMELHA,BFU,Barra Funda,142500
2025-12-20,3-VERMELHA,BFU,Barra Funda,115200
2025-12-21,3-VERMELHA,BFU,Barra Funda,74700
2025-12-22,3-VERMELHA,BFU,Barra Funda,115300
2025-12-23,3-VERMELHA,BFU,Barra Funda,114900
2025-12-24,3-VERMELHA,BFU,Barra Funda,61300
2025-12-25,3-VERMELHA,BFU,Barra Funda,31700
2025-12-26,3-VERMELHA,BFU,Barra Funda,77600
2025-12-27,3-VERMELHA,BFU,Barra Funda,65800
2025-12-28,3-VERMELHA,BFU,Barra Funda,47300
2025-12-29,3-VERMELHA,BFU,Barra Funda,100500
2025-12-30,3-VERMELHA,BFU,Barra Funda,98800
2025-12-31,3-VERMELHA,BFU,Barra Funda,66900
2025-01-01,15-PRATA,VPM,Vila Prudente,1200
2025-01-02,15-PRATA,VPM,Vila Prudente,5100
2025-01-03,15-PRATA,VPM,Vila Prudente,5600
2025-01-04,15-PRATA,VPM,Vila Prudente,3400
2025-01-05,15-PRATA,VPM,Vila Prudente,2000
2025-01-06,15-PRATA,VPM,Vila Prudente,7400
2025-01-07,15-PRATA,VPM,Vila Prudente,8200
2025-01-08,15-PRATA,VPM,Vila Prudente,8500
2025-01-09,15-PRATA,VPM,Vila Prudente,8300
2025-01-10,15-PRATA,VPM,Vila Prudente,8200
2025-01-11,15-PRATA,VPM,Vila Prudente,4600
2025-01-12,15-PRATA,VPM,Vila Prudente,2100
2025-01-13,15-PRATA,VPM,Vila Prudente,8200
2025-01-14,15-PRATA,VPM,Vila Prudente,8800
2025-01-15,15-PRATA,VPM,Vila Prudente,8800
2025-01-16,15-PRATA,VPM,Vila Prudente,8400
2025-01-17,15-PRATA,VPM,Vila Prudente,8200
2025-01-18,15-PRATA,VPM,Vila Prudente,4300
2025-01-19,15-PRATA,VPM,Vila Prudente,2200
2025-01-20,15-PRATA,VPM,Vila Prudente,8400
2025-01-21,15-PRATA,VPM,Vila Prudente,7300
2025-01-22,15-PRATA,VPM,Vila Prudente,8800
2025-01-23,15-PRATA,VPM,Vila Prudente,8900
2025-01-24,15-PRATA,VPM,Vila Prudente,9000
2025-01-25,15-PRATA,VPM,Vila Prudente,3500
2025-01-26,15-PRATA,VPM,Vila Prudente,2100
2025-01-27,15-PRATA,VPM,Vila Prudente,8500
2025-01-28,15-PRATA,VPM,Vila Prudente,8900
2025-01-29,15-PRATA,VPM,Vila Prudente,8700
2025-01-30,15-PRATA,VPM,Vila Prudente,8900
2025-01-31,15-PRATA,VPM,Vila Prudente,8800
2025-02-01,15-PRATA,VPM,Vila Prudente,4300
2025-02-02,15-PRATA,VPM,Vila Prudente,2100
2025-02-03,15-PRATA,VPM,Vila Prudente,8800
2025-02-04,15-PRATA,VPM,Vila Prudente,9400
2025-02-05,15-PRATA,VPM,Vila Prudente,9800
2025-02-06,15-PRATA,VPM,Vila Prudente,9800
2025-02-07,15-PRATA,VPM,Vila Prudente,9600
2025-02-08,15-PRATA,VPM,Vila Prudente,4600
2025-02-09,15-PRATA,VPM,Vila Prudente,2400
2025-02-10,15-PRATA,VPM,Vila Prudente,9400
2025-02-11,15-PRATA,VPM,Vila Prudente,10200
2025-02-12,15-PRATA,VPM,Vila Prudente,10200
2025-02-13,15-PRATA,VPM,Vila Prudente,10100
2025-02-14,15-PRATA,VPM,Vila Prudente,9700
2025-02-15,15-PRATA,VPM,Vila Prudente,4900
2025-02-16,15-PRATA,VPM,Vila Prudente,2500
2025-02-17,15-PRATA,VPM,Vila Prudente,9900
2025-02-18,15-PRATA,VPM,Vila Prudente,10200
2025-02-19,15-PRATA,VPM,Vila Prudente,10400
2025-02-20,15-PRATA,VPM,Vila Prudente,10400
2025-02-21,15-PRATA,VPM,Vila Prudente,10100
2025-02-22,15-PRATA,VPM,Vila Prudente,4700
2025-02-23,15-PRATA,VPM,Vila Prudente,2500
2025-02-24,15-PRATA,VPM,Vila Prudente,10000
2025-02-25,15-PRATA,VPM,Vila Prudente,10600
2025-02-26,15-PRATA,VPM,Vila Prudente,10500
2025-02-27,15-PRATA,VPM,Vila Prudente,10500
2025-02-28,15-PRATA,VPM,Vila Prudente,9800
2025-03-01,15-PRATA,VPM,Vila Prudente,4300
2025-03-02,15-PRATA,VPM,Vila Prudente,2400
2025-03-03,15-PRATA,VPM,Vila Prudente,4500
2025-03-04,15-PRATA,VPM,Vila Prudente,3600
2025-03-05,15-PRATA,VPM,Vila Prudente,7400
2025-03-06,15-PRATA,VPM,Vila Prudente,9600
2025-03-07,15-PRATA,VPM,Vila Prudente,9700
2025-03-08,15-PRATA,VPM,Vila Prudente,4800
2025-03-09,15-PRATA,VPM,Vila Prudente,2400
2025-03-10,15-PRATA,VPM,Vila Prudente,10100
2025-03-11,15-PRATA,VPM,Vila Prudente,10900
2025-03-12,15-PRATA,VPM,Vila Prudente,10600
2025-03-13,15-PRATA,VPM,Vila Prudente,10600
2025-03-14,15-PRATA,VPM,Vila Prudente,10300
2025-03-15,15-PRATA,VPM,Vila Prudente,4800
2025-03-16,15-PRATA,VPM,Vila Prudente,2300
2025-03-17,15-PRATA,VPM,Vila Prudente,10100
2025-03-18,15-PRATA,VPM,Vila Prudente,10500
2025-03-19,15-PRATA,VPM,Vila Prudente,10600
2025-03-20,15-PRATA,VPM,Vila Prudente,10800
2025-03-21,15-PRATA,VPM,Vila Prudente,10300
2025-03-22,15-PRATA,VPM,Vila Prudente,4600
2025-03-23,15-PRATA,VPM,Vila Prudente,2200
2025-03-24,15-PRATA,VPM,Vila Prudente,10000
2025-03-25,15-PRATA,VPM,Vila Prudente,10400
2025-03-26,15-PRATA,VPM,Vila Prudente,10200
2025-03-27,15-PRATA,VPM,Vila Prudente,10600
2025-03-28,15-PRATA,VPM,Vila Prudente,9900
2025-03-29,15-PRATA,VPM,Vila Prudente,4700
2025-03-30,15-PRATA,VPM,Vila Prudente,2300
2025-03-31,15-PRATA,VPM,Vila Prudente,11900
2025-04-01,15-PRATA,VPM,Vila Prudente,10400
2025-04-02,15-PRATA,VPM,Vila Prudente,10500
2025-04-03,15-PRATA,VPM,Vila Prudente,10400
2025-04-04,15-PRATA,VPM,Vila Prudente,10000
2025-04-05,15-PRATA,VPM,Vila Prudente,4500
2025-04-06,15-PRATA,VPM,Vila Prudente,2400
2025-04-07,15-PRATA,VPM,Vila Prudente,10100
2025-04-08,15-PRATA,VPM,Vila Prudente,10600
2025-04-09,15-PRATA,VPM,Vila Prudente,10400
2025-04-10,15-PRATA,VPM,Vila Prudente,10200
2025-04-11,15-PRATA,VPM,Vila Prudente,10200
2025-04-12,15-PRATA,VPM,Vila Prudente,4600
2025-04-13,15-PRATA,VPM,Vila Prudente,2300
2025-04-14,15-PRATA,VPM,Vila Prudente,10000
2025-04-15,15-PRATA,VPM,Vila Prudente,10500
2025-04-16,15-PRATA,VPM,Vila Prudente,10000
2025-04-17,15-PRATA,VPM,Vila Prudente,10100
2025-04-18,15-PRATA,VPM,Vila Prudente,3500
2025-04-19,15-PRATA,VPM,Vila Prudente,3400
2025-04-20,15-PRATA,VPM,Vila Prudente,1900
2025-04-21,15-PRATA,VPM,Vila Prudente,3100
2025-04-22,15-PRATA,VPM,Vila Prudente,10100
2025-04-23,15-PRATA,VPM,Vila Prudente,10300
2025-04-24,15-PRATA,VPM,Vila Prudente,10500
2025-04-25,15-PRATA,VPM,Vila Prudente,9700
2025-04-26,15-PRATA,VPM,Vila Prudente,4400
2025-04-27,15-PRATA,VPM,Vila Prudente,2200
2025-04-28,15-PRATA,VPM,Vila Prudente,9900
2025-04-29,15-PRATA,VPM,Vila Prudente,10500
2025-04-30,15-PRATA,VPM,Vila Prudente,10100
2025-05-01,15-PRATA,VPM,Vila Prudente,3700
2025-05-02,15-PRATA,VPM,Vila Prudente,7800
2025-05-03,15-PRATA,VPM,Vila Prudente,3800
2025-05-04,15-PRATA,VPM,Vila Prudente,800
2025-05-05,15-PRATA,VPM,Vila Prudente,9600
2025-05-06,15-PRATA,VPM,Vila Prudente,10100
2025-05-07,15-PRATA,VPM,Vila Prudente,9900
2025-05-08,15-PRATA,VPM,Vila Prudente,10200
2025-05-09,15-PRATA,VPM,Vila Prudente,9900
2025-05-10,15-PRATA,VPM,Vila Prudente,3800
2025-05-11,15-PRATA,VPM,Vila Prudente,2000
2025-05-12,15-PRATA,VPM,Vila Prudente,11500
2025-05-13,15-PRATA,VPM,Vila Prudente,10100
2025-05-14,15-PRATA,VPM,Vila Prudente,10300
2025-05-15,15-PRATA,VPM,Vila Prudente,10100
2025-05-16,15-PRATA,VPM,Vila Prudente,10100
2025-05-17,15-PRATA,VPM,Vila Prudente,2500
2025-05-18,15-PRATA,VPM,Vila Prudente,2300
2025-05-19,15-PRATA,VPM,Vila Prudente,11500
2025-05-20,15-PRATA,VPM,Vila Prudente,10800
2025-05-21,15-PRATA,VPM,Vila Prudente,10300
2025-05-22,15-PRATA,VPM,Vila Prudente,11100
2025-05-23,15-PRATA,VPM,Vila Prudente,10600
2025-05-24,15-PRATA,VPM,Vila Prudente,4600
2025-05-25,15-PRATA,VPM,Vila Prudente,2300
2025-05-26,15-PRATA,VPM,Vila Prudente,11200
2025-05-27,15-PRATA,VPM,Vila Prudente,10700
2025-05-28,15-PRATA,VPM,Vila Prudente,10100
2025-05-29,15-PRATA,VPM,Vila Prudente,10800
2025-05-30,15-PRATA,VPM,Vila Prudente,9700
2025-05-31,15-PRATA,VPM,Vila Prudente,3700
2025-06-01,15-PRATA,VPM,Vila Prudente,2200
2025-06-02,15-PRATA,VPM,Vila Prudente,9900
2025-06-03,15-PRATA,VPM,Vila Prudente,10200
2025-06-04,15-PRATA,VPM,Vila Prudente,10300
2025-06-05,15-PRATA,VPM,Vila Prudente,10400
2025-06-06,15-PRATA,VPM,Vila Prudente,9900
2025-06-07,15-PRATA,VPM,Vila Prudente,4900
2025-06-08,15-PRATA,VPM,Vila Prudente,2200
2025-06-09,15-PRATA,VPM,Vila Prudente,9600
2025-06-10,15-PRATA,VPM,Vila Prudente,10000
2025-06-11,15-PRATA,VPM,Vila Prudente,10100
2025-06-12,15-PRATA,VPM,Vila Prudente,8800
2025-06-13,15-PRATA,VPM,Vila Prudente,9700
2025-06-14,15-PRATA,VPM,Vila Prudente,4700
2025-06-15,15-PRATA,VPM,Vila Prudente,2200
2025-06-16,15-PRATA,VPM,Vila Prudente,9600
2025-06-17,15-PRATA,VPM,Vila Prudente,10200
2025-06-18,15-PRATA,VPM,Vila Prudente,10400
2025-06-19,15-PRATA,VPM,Vila Prudente,3400
2025-06-20,15-PRATA,VPM,Vila Prudente,6700
2025-06-21,15-PRATA,VPM,Vila Prudente,4100
2025-06-22,15-PRATA,VPM,Vila Prudente,2300
2025-06-23,15-PRATA,VPM,Vila Prudente,9100
2025-06-24,15-PRATA,VPM,Vila Prudente,9500
2025-06-25,15-PRATA,VPM,Vila Prudente,9500
2025-06-26,15-PRATA,VPM,Vila Prudente,9600
2025-06-27,15-PRATA,VPM,Vila Prudente,8700
2025-06-28,15-PRATA,VPM,Vila Prudente,4600
2025-06-29,15-PRATA,VPM,Vila Prudente,2300
2025-06-30,15-PRATA,VPM,Vila Prudente,8900
2025-07-01,15-PRATA,VPM,Vila Prudente,9200
2025-07-02,15-PRATA,VPM,Vila Prudente,9100
2025-07-03,15-PRATA,VPM,Vila Prudente,9100
2025-07-04,15-PRATA,VPM,Vila Prudente,8800
2025-07-05,15-PRATA,VPM,Vila Prudente,4300
2025-07-06,15-PRATA,VPM,Vila Prudente,2300
2025-07-07,15-PRATA,VPM,Vila Prudente,8700
2025-07-08,15-PRATA,VPM,Vila Prudente,9300
2025-07-09,15-PRATA,VPM,Vila Prudente,3400
2025-07-10,15-PRATA,VPM,Vila Prudente,9000
2025-07-11,15-PRATA,VPM,Vila Prudente,8700
2025-07-12,15-PRATA,VPM,Vila Prudente,4400
2025-07-13,15-PRATA,VPM,Vila Prudente,2300
2025-07-14,15-PRATA,VPM,Vila Prudente,8500
2025-07-15,15-PRATA,VPM,Vila Prudente,9100
2025-07-16,15-PRATA,VPM,Vila Prudente,9100
2025-07-17,15-PRATA,VPM,Vila Prudente,9200
2025-07-18,15-PRATA,VPM,Vila Prudente,8900
2025-07-19,15-PRATA,VPM,Vila Prudente,4400
2025-07-20,15-PRATA,VPM,Vila Prudente,2200
2025-07-21,15-PRATA,VPM,Vila Prudente,8700
2025-07-22,15-PRATA,VPM,Vila Prudente,9200
2025-07-23,15-PRATA,VPM,Vila Prudente,9300
2025-07-24,15-PRATA,VPM,Vila Prudente,9100
2025-07-25,15-PRATA,VPM,Vila Prudente,8900
2025-07-26,15-PRATA,VPM,Vila Prudente,4800
2025-07-27,15-PRATA,VPM,Vila Prudente,2200
2025-07-28,15-PRATA,VPM,Vila Prudente,8700
2025-07-29,15-PRATA,VPM,Vila Prudente,9400
2025-07-30,15-PRATA,VPM,Vila Prudente,9600
2025-07-31,15-PRATA,VPM,Vila Prudente,9500
2025-08-01,15-PRATA,VPM,Vila Prudente,9300
2025-08-02,15-PRATA,VPM,Vila Prudente,4500
2025-08-03,15-PRATA,VPM,Vila Prudente,2400
2025-08-04,15-PRATA,VPM,Vila Prudente,9500
2025-08-05,15-PRATA,VPM,Vila Prudente,9800
2025-08-06,15-PRATA,VPM,Vila Prudente,9900
2025-08-07,15-PRATA,VPM,Vila Prudente,10100
2025-08-08,15-PRATA,VPM,Vila Prudente,9500
2025-08-09,15-PRATA,VPM,Vila Prudente,4600
2025-08-10,15-PRATA,VPM,Vila Prudente,2000
2025-08-11,15-PRATA,VPM,Vila Prudente,9600
2025-08-12,15-PRATA,VPM,Vila Prudente,10200
2025-08-13,15-PRATA,VPM,Vila Prudente,10400
2025-08-14,15-PRATA,VPM,Vila Prudente,10400
2025-08-15,15-PRATA,VPM,Vila Prudente,9900
2025-08-16,15-PRATA,VPM,Vila Prudente,4500
2025-08-17,15-PRATA,VPM,Vila Prudente,2300
2025-08-18,15-PRATA,VPM,Vila Prudente,10000
2025-08-19,15-PRATA,VPM,Vila Prudente,10400
2025-08-20,15-PRATA,VPM,Vila Prudente,10700
2025-08-21,15-PRATA,VPM,Vila Prudente,10400
2025-08-22,15-PRATA,VPM,Vila Prudente,9900
2025-08-23,15-PRATA,VPM,Vila Prudente,4800
2025-08-24,15-PRATA,VPM,Vila Prudente,2300
2025-08-25,15-PRATA,VPM,Vila Prudente,10100
2025-08-26,15-PRATA,VPM,Vila Prudente,10500
2025-08-27,15-PRATA,VPM,Vila Prudente,10600
2025-08-28,15-PRATA,VPM,Vila Prudente,10600
2025-08-29,15-PRATA,VPM,Vila Prudente,9900
2025-08-30,15-PRATA,VPM,Vila Prudente,4700
2025-08-31,15-PRATA,VPM,Vila Prudente,2300
2025-09-01,15-PRATA,VPM,Vila Prudente,10100
2025-09-02,15-PRATA,VPM,Vila Prudente,10600
2025-09-03,15-PRATA,VPM,Vila Prudente,10700
2025-09-04,15-PRATA,VPM,Vila Prudente,10700
2025-09-05,15-PRATA,VPM,Vila Prudente,10200
2025-09-06,15-PRATA,VPM,Vila Prudente,4600
2025-09-07,15-PRATA,VPM,Vila Prudente,2400
2025-09-08,15-PRATA,VPM,Vila Prudente,10100
2025-09-09,15-PRATA,VPM,Vila Prudente,10600
2025-09-10,15-PRATA,VPM,Vila Prudente,10700
2025-09-11,15-PRATA,VPM,Vila Prudente,10600
2025-09-12,15-PRATA,VPM,Vila Prudente,10100
2025-09-13,15-PRATA,VPM,Vila Prudente,4600
2025-09-14,15-PRATA,VPM,Vila Prudente,2400
2025-09-15,15-PRATA,VPM,Vila Prudente,10000
2025-09-16,15-PRATA,VPM,Vila Prudente,10500
2025-09-17,15-PRATA,VPM,Vila Prudente,10800
2025-09-18,15-PRATA,VPM,Vila Prudente,10500
2025-09-19,15-PRATA,VPM,Vila Prudente,10000
2025-09-20,15-PRATA,VPM,Vila Prudente,4300
2025-09-22,15-PRATA,VPM,Vila Prudente,9400
2025-09-23,15-PRATA,VPM,Vila Prudente,10300
2025-09-24,15-PRATA,VPM,Vila Prudente,10600
2025-09-25,15-PRATA,VPM,Vila Prudente,10300
2025-09-26,15-PRATA,VPM,Vila Prudente,9800
2025-09-27,15-PRATA,VPM,Vila Prudente,4100
2025-09-29,15-PRATA,VPM,Vila Prudente,10200
2025-09-30,15-PRATA,VPM,Vila Prudente,10500
2025-10-01,15-PRATA,VPM,Vila Prudente,10700
2025-10-02,15-PRATA,VPM,Vila Prudente,10400
2025-10-03,15-PRATA,VPM,Vila Prudente,10200
2025-10-04,15-PRATA,VPM,Vila Prudente,4800
2025-10-05,15-PRATA,VPM,Vila Prudente,2400
2025-10-06,15-PRATA,VPM,Vila Prudente,10200
2025-10-07,15-PRATA,VPM,Vila Prudente,10600
2025-10-08,15-PRATA,VPM,Vila Prudente,10600
2025-10-09,15-PRATA,VPM,Vila Prudente,10700
2025-10-10,15-PRATA,VPM,Vila Prudente,9800
2025-10-11,15-PRATA,VPM,Vila Prudente,4700
2025-10-12,15-PRATA,VPM,Vila Prudente,2300
2025-10-13,15-PRATA,VPM,Vila Prudente,10000
2025-10-14,15-PRATA,VPM,Vila Prudente,10500
2025-10-15,15-PRATA,VPM,Vila Prudente,9800
2025-10-16,15-PRATA,VPM,Vila Prudente,10300
2025-10-17,15-PRATA,VPM,Vila Prudente,9800
2025-10-18,15-PRATA,VPM,Vila Prudente,4000
2025-10-19,15-PRATA,VPM,Vila Prudente,2100
2025-10-20,15-PRATA,VPM,Vila Prudente,9800
2025-10-21,15-PRATA,VPM,Vila Prudente,10400
2025-10-22,15-PRATA,VPM,Vila Prudente,10500
2025-10-23,15-PRATA,VPM,Vila Prudente,10400
2025-10-24,15-PRATA,VPM,Vila Prudente,10100
